id,status,speaker,podcast,text
1c3cd9c0-3a84-4d95-9447-4f1b8a3a17bf,pending,Scott Spencer,Marketecture,"If 10% of the advertising from the second largest advertising company in the world should be illegal, is illegal, should be banned, and they take a reactive stance, that's a real problem."
656d57b1-a61c-4dde-add6-750e27662000,pending,Scott Spencer,Marketecture,"At the time, most publishers hated it. When I built the DoubleClick ad exchange, publishers were like, this is terrible. You're going to hurt my direct sales. That's all they cared about."
89dfffe8-d84d-494d-a1b9-45c7b739d91a,pending,Scott Spencer,Marketecture,"You don't go and adjust your side view mirrors in your car every day, but you need that control when you want to actually adjust your car because it's not safe."
77f8b15b-e207-44ae-acb9-6b2badf79b04,pending,Eric Paparo,Marketecture,"Shouldn't the browsers do this? We have this history where Do Not Track was a failure, where Apple does its own thing, where Google's scared to do anything."
3e50ac91-c37f-4acf-9080-be9730f19a97,pending,Scott Spencer,Marketecture,"Cookie banners are broken. They're annoying, not consistent, and defeat the whole purpose of control. Control needs to be informed, and you need to know what you're doing when you're doing that."
34c733d5-aff3-4d43-8221-82eecd74ff7e,pending,Scott Spencer,Marketecture,"My biggest regret is just that there's some amazing, amazing people forgotten to time who were responsible for this transformation. It's a two-sided coin of working for Google: you make a lot of money, but no one knows who you are."
d11779dc-3e89-4097-a0a8-164110e0fa7e,pending,Joe,The Aperiam Podcast,"We just don't believe organizations need to build and maintain their own connectivity anymore, especially with everything we're dealing with on the agentic side."
fdcb6577-6135-48bd-b2e1-f2f3d24dda83,pending,Heather,The Aperiam Podcast,"Either engineers are building those connections internally and it's a huge burden, or they were relying on legacy connectivity platforms that just weren't built for the needs of AdTech and MarTech today."
bf13f18a-6beb-459f-ab6d-9e411c826b5d,pending,Heather,The Aperiam Podcast,"Complexity equals barriers. If it was easy to do, everyone would do it."
041b8a56-d102-4f36-84b9-bd6f3a0b48d3,pending,Heather,The Aperiam Podcast,"Being part of the problem doesn't bother me. We're investing in the next wave of innovation, both standalone and AI applications. We're solving the problem we created."
4a243ff0-f1f2-40ab-a309-6403a66c7615,pending,Heather,The Aperiam Podcast,"Agents are only as smart as the connectivity they can reach. If you want an agent to plan a campaign, it will only happen if the data and platforms are wired together."
b0a42783-7683-454c-8225-579ef9c5fe4b,pending,Heather,The Aperiam Podcast,"I feel like every organization should try to do that exercise where you're sort of distilling your message into four minutes or less, because it helps you strip away a lot of what you maybe don't need to say."
28e91778-1e44-48ca-8bc0-a3bddf1a850b,pending,Heather,The Aperiam Podcast,"We're all trying to build a Ferrari, but at the same time, we have a bunch of bicycles at this point because the stack below it isn't connected and the data isn't ready."
1c727ccc-5919-4678-b8cf-f24c6e8e7ced,pending,Heather,The Aperiam Podcast,There's this hidden connectivity tax... It's a real cost that all of these companies need to invest in. It's keeping them away from innovation.
047b8ff8-79bf-4fb7-af7c-f1a7e43038d8,pending,Eric,Open Market,"You are much more likely to succeed in creating a new category if there's something in the culture, industry, and tech landscape that primes people to accept it."
82cbd826-f812-44c6-bf5b-4ddabfe6b79f,pending,Eric,Open Market,"Creating the category is extremely hard. You need to be doing something genuinely novel. The market can sniff lies, and unless you are extremely influential or have a ton of money, you're probably not going to succeed."
3db8079e-2458-4a33-97ca-ee073080fa2f,pending,Eric,Open Market,Those who do not trust luck to build their fortune and instead take matters into their own hands and become their own evangelists are the greatest marketing weapon a company can have.
fabb9813-7ee5-4b39-8dcd-aadc162f9303,pending,Eric Frenchie,Open Market,I question the existence of luck at all. We're living in an Ayn Randian universe. We're just out here on our own figuring it out.
f4859454-2ac8-4757-a362-64c88233c315,pending,Joe Zapp,Open Market,"I think it's actually disempowering to entrepreneurs when you overemphasize the role that luck played, because if you don't emphasize luck, which is out of our control, and you instead emphasize the things that those people actually did to become very successful, then you're giving people something constructive they can work with."
5856aa2a-aaa1-43e9-80b4-8b238e1fb651,pending,Eric,Open Market,"If you don't have genuinely innovative technology, an external force priming the market, and a strong marketing push, either differentiate within an existing category or co-create with someone else's marketing push."
5de6ad2f-3705-4fd7-93b2-6d3adca4dcda,pending,Eric,Open Market,"Attention is the foundation of marketing effectiveness. If you don't have attention metaphysically, as a fact, you cannot accomplish anything."
3cd1b9ae-30be-46f6-8c18-646f8ddf1d64,pending,Eric Frenchie,Open Market,"I even wonder if growing up in circumstances that we think are lucky might actually not be lucky at all, because if you think about the people that you know that grew up with every advantage, they're not doing anything, or they're not where they might be."
74cc72c8-913d-4a45-9373-fde978b89ea1,pending,Host,Open Market,You are much more likely to succeed in creating a new category if there's something in the culture and in the industry that primes people to accept it.
e95ee05c-dfe2-4b3d-bdec-98e5cfedab61,pending,Eric,Open Market,"Attention is the foundation of marketing effectiveness. If no one's paying attention, it doesn't matter how good the message is."
72579965-b932-4418-afd1-e426b33a5c7e,pending,Eric,Open Market,"There is no greater marketing asset than an evangelist CEO. If you can't see how galvanizing that is as a message, you're missing a great marketing lesson."
e41fb62a-4cca-47c6-a9be-bd8ee58fcc07,pending,Joe Zapp,Open Market,"It's never been easier to brute force your way into marketing success because in the olden days, you needed third party gatekeepers. Nowadays, you can just go out there and build a reputation from scratch through sheer relentlessness."
64c66764-451d-44b4-8152-a16ba47db455,pending,Joe Zapp,Open Market,"I think it's actually disempowering to entrepreneurs when you overemphasize the role that luck played because if you don't emphasize luck, which is out of our control, and you instead emphasize the things that those people actually did do to become very successful, then you're giving people something constructive they can work with."
b4808c2f-3278-4d9d-92bd-e2712b085139,pending,Guest,Open Market,"If you don't have genuinely innovative technology, an external force priming the market, and a strong marketing push, either differentiate within an existing category or co-create with others."
b78a368c-d141-4b1b-9296-f19785be7636,pending,Joe,Open Market,"Technological superiority, especially in the domain of warfare, is critical to the prosperity of any civilization. We are participating in a civilizational battle for the West."
1fc6f50e-1b0b-48de-8d64-49ce2857f79f,pending,Eric Frenchie,Open Market,"I question the existence of luck at all. Maybe growing up in circumstances that we think are lucky might actually not be lucky at all, because if you think about the people that you know that grew up with every advantage, they're not doing anything or they're not where they might be."
a2537939-c8c1-4da1-9143-725b4d102fab,pending,Andrew Cassin,AdTechGod Pod,"Although it might be a little bumpy, I still think that 2026 will be a good year for advertising and for digital overall. But if you read the headlines, it's the end of the world."
0d6b485b-d29b-46a0-ae80-4465c50acbb9,pending,Andrew Cassin,AdTechGod Pod,"LinkedIn is the most underutilized resource in our industry. Whether you think it's being used for too much personal stuff or negativity, it's still one of the most useful tools we have."
e482497b-b940-4a9e-a6b9-bc519e16dea7,pending,Andrew Cassin,AdTechGod Pod,"It's crazy to think that in 2010, which was not that long ago, but it is a long time, not calling age here, how much it's changed. How have you seen brands, agencies also adapt?"
f4f8990c-f231-412c-acb8-8524de1a2ce6,pending,Andrew Cassin,AdTechGod Pod,"Brands and agencies are leaning in to their ad tech partners. The changes that we've seen, when it comes to privacy regulations, brand safety, and AI, mean they need us to educate them on what they don't know."
3d4bee6f-7219-4e0c-9932-0eb84e412acf,pending,Andrew Cassin,AdTechGod Pod,"If there's one thing that hasn't changed is how much traction negativity gets in the media. The top headlines are the most controversial headlines. What falls to the bottom are the good news, the big announcements."
b7039276-94ba-45d2-b1bb-7effc47af672,pending,Andrew Cassin,AdTechGod Pod,It's not just a handshake agreement and let's go. We really want to understand why are we setting up this deal and why are we working together?
a1c0f24e-aa24-47f9-b1bc-c3dc321298cd,pending,Andrew Cassin,AdTechGod Pod,"We spend thousands upon thousands of dollars on ads. But when it comes to building audiences for paid campaigns, we still put all our faith into native targeting. What if you could put your ads directly in front of your exact buyers?"
c190aaea-9d16-42e9-b39f-b865f2390580,pending,Andrew Cassin,AdTechGod Pod,I'm trying to enhance the connections I make with each connection I make and not how many connections I make.
ce57a73a-1d1e-4c49-a1d1-7aaad38d6472,pending,Andrew Lipsman,The AI Edge Podcast,"When I hear the word agentic, there has to be agency, there has to be autonomy. Otherwise, to me, if you just break down the path to purchase into its component parts, we already have all the component parts in some form or fashion."
7dc6d9e9-b23e-4ed9-9c06-ce080166a0df,pending,Miles Younger,The AI Edge Podcast,LLMs probably don't want to chase all the world's businesses for data. They'd rather partner with centralized platforms like Criteo that can guarantee data quality.
64fac9d1-3f59-4088-9e34-400a5150fd69,pending,Andrew Lipsman,The AI Edge Podcast,The speed of AI is so insane and trying to keep up with it yourself is so hard. We actually kind of built this for ourselves first.
1a92c564-6f60-4f93-93e0-50a381a504b4,pending,Andrew Lipsman,The AI Edge Podcast,"If agentic commerce becomes a thing, commerce media collapses, because now all the data, the starting point for shopping and commerce is AI. And now OpenAI is like, okay, now we're ready for ads."
4179c5f2-e413-4167-9ca4-3022af06490a,pending,Andrew Lipsman,The AI Edge Podcast,"AI accelerates all that and makes that potentially way worse for retailers, for publishers. It just makes it way, way, way worse."
03a7afb3-a5b6-4a0b-8270-14e4d136d991,pending,Andrew Lipsman,The AI Edge Podcast,"Disney's biggest rationale is that IP is their business. They're at the most risk of AI running away with their IP, so they need to take control by loosening the reins but putting guardrails in place."
66ca1035-8ae1-48fc-b061-50dc1d5ebef9,pending,Myles Younger,The AI Edge Podcast,"If merchants, retailers, advertisers haven't woken up to the first party data leakage problem over the last, like, 15 or 20 years, it does make me question whether they'll actually wake up to it this time."
c9ffb842-7c87-4297-8312-1a0206486ba8,pending,Andrew Lipsman,The AI Edge Podcast,"I'm broadly guiding retailers to take back ownership of your data. There's been a bad trend of letting it bleed out, allowing intermediaries to disintermediate them."
acb85dcc-53ae-4977-9845-4310f3820a70,pending,Andrew Casale,Marketecture,"The biggest thing that I'd say is happening right now is I've never seen so much change in the air. Strategies were set for the last decade, but we're really seeing things expand out."
841b1e83-07ff-4eff-ab4d-f3538ce85b99,pending,Megan Pagliuca,Marketecture,One of the values of something like an algorithm or a model on the sell side is the sell side doesn't really have the option to throttle its access to supply.
56d3e37b-3e75-4627-99cd-a7ad9709593e,pending,Andrew Casale,Marketecture,"We're kind of dealing with a modern version of that right now, kind of boring, geeky stuff, but I think also demonstrates the real critical importance of standards, which are well underway."
b4629d43-4895-4957-b505-fca99ecbc495,pending,Megan Pagliuca,Marketecture,"Geo is the new language, but that has to innovate this year because it's such a challenge for brands. Consumers aren't going to their websites as much. They're going to chat GPT."
3c40a3b4-b46c-4f45-b573-61b3645eedb9,pending,Andrew Casale,Marketecture,"Why do the modern equivalents and programmatic of like their credit card terminal take 20 points on a transaction? It may have made sense 15 years ago when this market was immature, lacked standards, and we were just trying to figure this out."
63ad8cb4-ce25-4636-8482-1d50fad6794b,pending,Andrew Casale,Marketecture,"Imagine now, historically, you built a lot of the value in the 200 millisecond window after the bid request. Imagine instead, in the 10 milliseconds before the bid request, you add almost the same amount of functional capacity."
09a770d3-70a4-46ca-b2a5-a226f84c0a74,pending,Andrew Casale,Marketecture,"We are at a fork in the road. It's either one platform does everything and solves every problem, or we massively unbundle all value and modularize it."
a8403c5d-1ce8-45e8-9d69-68c23ee9f082,pending,Megan Pagliuca,Marketecture,"Think about bringing the power of live sports, live entertainment with the power of programmatic, so addressability and accountability. It's like personalizing magic moments in real-time cultural events."
8f385999-73a7-4363-b1e7-e6cfc133c705,pending,Megan Pagliuca,Marketecture,"The way to make a neural network better is A, give it really reliable data, but B, give it more data, give it all the data. And so it almost supercharges the ability for those models to do next level things."
4600146a-52fc-4589-bcd4-4fed2a15c2bc,pending,Andrew Casale,Marketecture,"We're kind of dealing with a modern version of that right now, kind of boring, geeky stuff, but I think also demonstrates the real critical importance of standards, which are well underway."
6bb3904b-c3f4-478a-a6ad-fada35d1faa6,pending,Megan Pagliuca,Marketecture,"Think about bringing the power of live sports, live entertainment with the power of programmatic, so addressability and accountability. It's essentially like high attention or cultural events."
874dbea8-a9cf-421d-ae44-d830cbf5eb15,pending,Andrew Casale,Marketecture,"I'd argue there's a bunch of workflow applications that we're seeing that are getting excited to find the broken bit faster than the human would have, but they're all in the realm of augmentation versus something revolutionary."
01eddc86-af39-469c-a8d3-2bec194455ac,pending,Andrew Casale,Marketecture,"Why do the modern equivalents and programmatic of like their credit card terminal take 20 points on a transaction? It may have made sense 15 years ago when this market was immature, lacked standards, and we were just trying to figure this out."
a4a5bfdc-afb6-4eb5-83fc-e7c3dc321092,pending,Andrew Casale,Marketecture,"Imagine we're finishing the first inning, we go to commercial break, we cut to the commercial breakers or the pod. In that exact moment, programmatic does something really unique. Every single device asks for an ad at the same time."
78573b9f-1aba-4fb2-bc0c-81039e1be2bb,pending,Megan Pagliuca,Marketecture,"Geo is the new language, but that has to innovate this year because it's such a challenge for brands. Consumers aren't going to their websites as much. They're going to chat GPT."
03017081-5843-4209-948f-6c2c4a1986ae,pending,Andrew Casale,Marketecture,"We're at a fork in the road. It's either one platform does everything and solves every problem, or we massively unbundle all value and modularize it."
f31b6c55-ebae-4e4d-800c-53af751d6bd7,pending,Unknown,Adtech Adtalk,"Google owns measurement and tracking and reporting across the board. So they could – if they really wanted to cook the books, they could invent the impressions at every level of the transaction."
77503b44-f843-44e1-ae78-d4c418e8ef83,pending,Unknown,Adtech Adtalk,"I'm very – I've leaned heavily toward the view that this does not fit AI at all, that AI always has a service component. You cannot pay for unlimited usage for a seat unless the customer is paying for their own compute."
d9ddcc6f-bad0-42aa-84c4-82f1d137294b,pending,Unknown Speaker,Adtech Adtalk,There's never been an attempt to pull the future forward as much as the AI and cloud combination and the applications that it's going to enable.
2809c599-4307-498f-a047-c0d04835d31d,pending,Adam,Adtech Adtalk,"Everything that's going to happen in AI is going to be a replay of what we just went through in ad tech. There's going to be an open standards version, and there's going to be a stack version."
f375b1e2-90d8-4975-9650-7cc4208423ba,pending,Unknown Speaker,Adtech Adtalk,He is put in a position where he can be perfectly honest and say something that is just completely untrue. Those two things are not incompatible at all in my experience working with Google.
611cdb56-1623-4a7a-98b3-1e4ed9682d18,pending,Unknown,Adtech Adtalk,"The SaaS playbook was a world that added a lot of predictability to their investments. They could see in advance who was going to be a successful SaaS company or even make it happen through their investment and their market power. It's running out, and now they have to think of something else."
9acc8e56-ccac-4560-9626-1bf52f9a6c5d,pending,Unknown Speaker,Adtech Adtalk,"The value is going to accrue to the end users, especially the ones that adapt early, who will see the bulk of this extra 40% or 50% of value."
72c2a811-5a15-4e8b-9b06-9c10234a4706,pending,Gareth,Adtech Adtalk,"Software pops up. People love to use it. Then your boss tells you not to use it, and then one day Microsoft releases an enterprise version of that software, and your boss says, okay, use this."
39b6a396-1a73-4953-bc34-80c893ce2983,pending,Eric,Marketecture,"Wait, that's not rain. That's tears. The tears of the ad tech haters, the people who say you cannot build awesome businesses and drive great strategic outcomes in ad tech. They're having a bad day."
f0a1991e-9e83-459e-bcf1-e413239a1a0c,pending,Jim Payne,Marketecture,"When your horse wins the Kentucky Derby as a 17 to 1 shot, it's a mind-blowing experience. Security escorts you to the grounds, and you get a mint julep in a custom silver cup."
a416b25d-9ef2-4667-83a4-109ed09caf32,pending,Jim Payne,Marketecture,"What we saw in the spring was these AI tools are going to come along and make it 10x easier to do all that stuff. And then so actually making a more complicated setup, if the workflow is lower, and the friction is lower, actually unlocks a lot of business opportunity."
f9e6468c-aa23-4547-8295-a9681d152c2e,pending,Jim Payne,Marketecture,"The unlock, I think that, you know, I would give Adam and his team credit for doing is basically unlocking this notion of discovery and applying that not just in like a Facebook, Instagram context where you have tremendous amount of data, but in a relatively less data rich environment to make that discovery actually work."
2a71a8ca-23bf-4b17-bef7-74d602450edb,pending,Jim Payne,Marketecture,"We created this notion of a secure auction so that there's no data leakage that could potentially be misused. Not to say that that's something that actually happens, but it's something that certainly Meta needs to be comfortable about."
bbd3a27b-c80f-4c79-9cf9-abb56a9da11d,pending,Jim Payne,Marketecture,Monetization as code is kind of the core first-class design decision that we made at the beginning of the product that unlocks a lot of the workflow optimization and the AI enablement that we're doing.
e15c23e0-5a91-4087-bf0d-1893b4e39d1a,pending,Jim Payne,Marketecture,"I loaned employees money to exercise their options early to benefit from favorable tax treatment, which upon exit created dozens of millionaires."
f29a5f20-e07d-4f8c-a407-89958116986e,pending,Jim Payne,Marketecture,"For decades, web and desktop was the big brother and app was kind of this new thing that was really kind of weird... But it feels as though standing here today, the app business is more attractive than the web and desktop business."
302c9302-fd94-4d15-839c-db8f2b1bf315,pending,Guest,The Aperiam Podcast,He said he's going to have a strategy next year of hiring as young as he can because they are experimenting and understand AI better.
03ad6f2b-b986-4f81-8136-2b79ceec9757,pending,Joe Zwadzki,The Aperiam Podcast,"The indie agency class has largely said, hey, this is a change moment. And if we can take our smaller people and empower them to be AI first, you can, in fact, move faster."
d2bc49d6-0d03-419b-b752-b8bde866fdcb,pending,Joe Zwadzki,The Aperiam Podcast,"If you can't meet scale to scale, you've got to meet scale to speed."
47f65e1b-4ac1-40ba-99aa-317a75c703cf,pending,Host,The Aperiam Podcast,"The rate of change is exceeding society's ability to absorb it, and that was true even before AI. Organizations just can't move that fast."
9bd9c701-9749-4f29-a0e1-c769fa944558,pending,Guest,The Aperiam Podcast,Let the AI tell you if you're right or not. Too many organizations live on a belief that was once supported by data but then became ingrained.
cad6673b-591b-46e3-b92c-aded7e958151,pending,Joe Zwadzki,The Aperiam Podcast,"AI makes the tech stack easier to put together, making it easier to build a data pipeline without costly, complex ETL processes."
8490772e-ff88-42c9-91f7-09c78ffd8647,pending,Joe Zwadzki,The Aperiam Podcast,"You can use the umbrella of AI in the same way that people use COVID, for example, as a way to rationalize their businesses."
ea492614-d0f4-4703-b6dd-bb4652490b5e,pending,Host,The Aperiam Podcast,"If you're a CMO right now and you're not experimenting with AI, it's criminal. You shouldn't be in your job."
a9e0676b-b35d-49b3-af6d-821aca0b0529,pending,Brian Wieser,Marketecture,It's always good to get all the bad news out with the new CEO. The new CEO doesn't want to have a good first earnings report. They would have a terrible first earnings report. Then all the rest look good.
720d13c4-e768-4111-8f6d-bd047f7a6e59,pending,Brian Wieser,Marketecture,Why do media agencies exist? Why do advertising agencies exist? They're simply an outsourced marketing department.
15182700-58cb-4aaa-86c1-00bcc89b6742,pending,Brian Wieser,Marketecture,"Unfortunately, a lot of clients, those who complain in particular about some of these trading patterns, they've underinvested in trying to understand the industry they're operating in."
c5bcd66a-b130-4553-9262-fc319638f240,pending,Brian Wieser,Marketecture,The agency group that organizes its people in the right way that captures where the market needs to go is the agency group that grows the fastest.
207c288b-e6c2-4832-a37e-413cb38db4ad,pending,Mark Andreessen,Marketecture,"If you take a stand against ads, you take a stand against broad access, meaning there's a lot of that five billion people in the world that can't necessarily afford a twenty dollar subscription to chat GPT."
26443383-8e24-4ef0-af29-0dc756d40da9,pending,Brian Wieser,Marketecture,The distinction between being wrong and being early is often indistinguishable.
6b5e7cff-91bd-4ee9-984f-ae481a66b579,pending,Brian Wieser,Marketecture,"The surprising thing is not that WPP would have tried to get meetings. The surprising thing is that Accenture took the meeting, given how much they've been protesting about the fact that they don't need to own an agency."
ad7dec24-7364-465d-8694-24f1a3d2e0e4,pending,Brian Wieser,Marketecture,"Marketers can talk all they want about how much they prefer transparency, but you can follow who's winning the media agency wars right now."
1bdab79c-4ae4-429e-879c-7e10e3baf93e,pending,Scott Young,Open Market,The real e-com opportunity for CTV is on your mobile phone and how you synchronize that experience with your viewing experience in real time.
d2ebc50d-0b64-4541-9593-7eb184483505,pending,Scott Young,Open Market,I think it's okay to give up some of your premium media rights to free ad-supported streaming channels to further promote your brand and create this cyclical momentum.
b336741e-d8bf-4005-b380-8f81bc87f640,pending,Scott Young,Open Market,Being able to train the AI to detect high engagement moments and then trigger an ad accordingly is just a no-brainer use case.
32e31342-49e7-4f89-80b6-f843a1af6543,pending,Scott Young,Open Market,Video is the future. It's not really even the future. It's the present. You're just not going to win with static text websites; you have to embrace video and the way people are consuming content to survive.
b4976c45-f806-472d-a6ea-381c10869308,pending,Scott Young,Open Market,"UFC is a niche partly because it's so damn expensive. And now all of a sudden, like, Paramount can grow, UFC can grow. I think it's so cool."
4d47b230-6968-4040-811d-b17be449e7d6,pending,Scott Young,Open Market,"The one thing that has been lost is the reason why there's been such a heavy dependability on subscriptions has really lessened the value or has made advertising an afterthought. Now, advertising needs to come front and center to help fulfill that gap."
b6aeb426-1298-48b1-b838-67de10d75d6f,pending,Scott Young,Open Market,One year in AI development is like 10 years in what we would have otherwise thought was our previous development world.
ae0eb357-b19f-4866-b46a-e04ec197bcb9,pending,Eric Franchi,Open Market,"If you're a legacy media company, the whole game for you is to build a brand. Create unique content or buy unique content that consumers have to go to you for and cannot get anywhere else."
5e9f60b9-088b-473a-98b5-778cdee0301b,pending,Rich,Marketecture,"For Tubi, at least for now in the foreseeable future, we are focused on longer form content that's 15-20 minutes and up in general, and we think at least for now that's the right length."
3d585a57-7a83-4318-8c18-83d149574620,pending,Rich,Marketecture,"We're creating this full ecosystem of creators, already up to 50 creators, soon to be hundreds, with a really large library of content. It's really the best of the best of creator content in a brand-safe curated environment."
85c31e72-4930-4950-bc28-8613d2c73e98,pending,Rich,Marketecture,"I actually think that so many creators support a game than traditional media does in distributing their existing library whether it's fast or VOD. It's complementary, like there is a really valid and valuable pathway to distribute existing content to streaming platforms."
4bd2b119-f358-472c-9975-c8d3ada93816,pending,Rich Bloom,Marketecture,"There's a misconception that Gen Z doesn't watch TV. Our success with 'Sideline' proves they do, especially when content is easily accessible and free of paywalls."
310a763c-49e0-4b40-a089-df56bcc9a914,pending,Rich Bloom,Marketecture,"The line between YouTube content and traditional content is blurring. Most YouTube viewing now happens on TV, showing that digital creators are crossing over into mainstream media."
4fff805f-e2d9-4fd2-87af-fdd6922fbe17,pending,Rich Bloom,Marketecture,"Creators are the new media moguls. They produce content, own IP, have massive distribution channels, and fiercely loyal fanbases. We're betting big on creators as a major force in streaming."
6088aa8a-9b44-4671-99b2-3637f5095b58,pending,Brad Thompson,AdTechGod Pod,I think there's a massive opportunity with cable companies in 2026. People are ignoring them. They continue to own the pipes. They have extremely unique data.
91761055-321a-47e8-bd25-93a87d5afd26,pending,Brad Thompson,AdTechGod Pod,AI is going to have an impact. Where that impact is going to be is going to be based entirely on what ends up working. It's too early to tell what those areas are.
554e791b-f709-4227-9290-6ddca116318e,pending,Brad Thompson,AdTechGod Pod,The SMB category basically stood up that business and continues to be the main pipe of revenue for Meta across the board.
b8e4b791-e69f-45a1-bffe-1f76bb31870d,pending,Brad Thompson,AdTechGod Pod,"What kind of separates our demand, it's 100% unique. You're really not going to find our demand anywhere else on the open web."
2aadaa81-0c86-4a51-8f6e-c767f7944a50,pending,Brad Thompson,AdTechGod Pod,"Programmatic advertising is like a chess game where the pieces are constantly changing, and the board is always in flux. Mastery comes from embracing the chaos, not resisting it."
ffdcc619-91a9-473c-80e2-6dee5a4ef18e,pending,Brad Thompson,AdTechGod Pod,The future of digital advertising isn't about building bigger walled gardens; it's about tearing them down to create a more open and accessible web for everyone.
c822b362-86ed-4c2a-b7f4-69856757075b,pending,Brad Thompson,AdTechGod Pod,"If you can do the same job with five people, why would you scale to eight? It's removing a lot of those menial, repetitive tasks that a lot of ad operations has to do."
bd3cfb93-8a19-4208-a47d-ef57c28d16da,pending,Brad Thompson,AdTechGod Pod,AI probably has the largest potential in recent memory to allow that market to enter into a more sophisticated open web.
c1e0121c-62cc-4e40-b3bb-fe2cf14dc793,pending,Miles Younger,The AI Edge Podcast,"In a contractionary economic environment, making the shopping experience as efficient and frictionless as possible is the new table stakes for AI."
6b6d5d40-8822-46a6-a5ed-1da7268a5fa3,pending,Myles,The AI Edge Podcast,The reason AdTech and MarTech live in silos is because the stacks don't transfer the data back and forth. AI can be a tailwind to help fix that problem.
329b7784-035c-4354-ab0c-fe4a1edbd5a9,pending,Heather Macaulay,The AI Edge Podcast,"AI doesn't care if it's accessing an AdTech side or MarTech platform. It needs the data to do what it does best, and to create those outcomes."
e5828fb1-f7df-4dfa-b5d3-656bcd78fa8b,pending,Heather Macaulay,The AI Edge Podcast,"AI agents are not replacing MarTech, they're becoming the new interface to MarTech. The magic and the importance happen below AI; all of these platforms still have to be connected."
70f6f990-35e1-4f48-822b-cbb1a0c8c039,pending,Heather McCauley,The AI Edge Podcast,"Is content really like the new shelf placement? If AI can't see you, are you going to show up?"
776afe7c-fcb8-4a41-aba8-387eacdcc160,pending,Heather Macaulay,The AI Edge Podcast,"Less than one out of four marketers actually have their unified MarTech and AdTech stacks, but 78% expect full convergence within the next three years."
af4082be-7cdd-40c1-9a47-873db0c49ec0,pending,Heather Macaulay,The AI Edge Podcast,The AdTech and MarTech divide is dead. AI is collapsing that so the entire stack can be connected more quickly.
f9f3af54-95ea-4e9f-b686-c2b48226355d,pending,Shiv,The AI Edge Podcast,"Eventually, OpenAI and ChatGPT are going to have ads. Are they just going to suck all of this commerce media money into OpenAI?"
b9c46f2d-489b-4cb0-9c1f-3dd5381eef62,pending,Olivia Corey,Marketecture,"When we went into this research, I was certain that Advantage Plus was going to outperform. And we didn't see that. So this is our deep dive into the AI buying."
245af098-6448-4260-896f-d0b235e44418,pending,Olivia Kory,Marketecture,Brands are carving out like 20% of their budget for the signal engineering mid funnel optimization. Those first dollars in mid funnel are a lot more efficient than those last dollars in purchase.
534702b3-0183-4db4-8186-891170940be5,pending,Olivia Kory,Marketecture,"What if we point meta toward a different optimization event? What if we say, don't optimize for purchases, actually go help us prospect and find new audiences?"
cad0ae41-f74d-4d8a-af0c-504baddc2fd4,pending,Olivia Corey,Marketecture,"If you're only looking at click-based attribution, Meta is actually under-reporting by about 15% on average. It's interesting because we all think Meta tends to take too much credit."
59d98dbe-0be5-468b-961a-e3adb8902a48,pending,Olivia Corey,Marketecture,"Meta is saying, 'Give us a budget and we'll do the rest.' Whether we like that or not remains to be seen. At the end of all this automation, are brands actually better off?"
771c4781-923e-41c0-959d-fcf2c0247282,pending,Olivia Kory,Marketecture,"There's so many interesting insights that you could unlock with a six month experiment, but nobody wants to run six month tests."
8dcd0ad4-0e61-49cd-9491-36db1d90b20a,pending,Olivia Kory,Marketecture,Is the algorithm actually too good? Is it so good at finding purchases that it's actually targeting these people who are already going to buy? It's like circling the bottom of the drain.
d348eccc-a282-4c00-ad4a-a96ffe09ea93,pending,Olivia Corey,Marketecture,"Meta represents 77 of the 100 highest lift experiments we've ever run at house. If they turned off Meta, their business level revenue would come down by 20% overnight."
808bf2be-7115-4835-a771-4233608e4de8,pending,Olivia Kory,Marketecture,"Meta is better at this than we are. But I remember in the moment, it was quite controversial."
e3ad4414-e16c-430b-9480-25bc859224af,pending,Olivia Kory,Marketecture,It's something I wish of marketers is that we had like a little more patience. Like there's so many interesting insights that you could unlock with a six month experiment. But nobody wants to run six month tests.
8bf5f491-d796-47b4-a543-5b08eaf50d04,pending,Olivia Kory,Marketecture,"What if we point meta toward a different optimization event? What if we say don't optimize for purchases, actually go help us prospect and find new audiences?"
2aa83e62-0585-477c-8029-3b8705570463,pending,Olivia Kory,Marketecture,"If you're hedging, if you're not sure, so you're doing 50 percent manual and 50 percent Advantage Plus, that actually didn't work as well. You kind of want to go all in on one strategy and just commit to it."
426ac6b9-1384-4a99-8f01-bfaa00c65cf3,pending,Olivia Kory,Marketecture,"Meta is saying, 'Give us a budget, and we'll do the rest.' Not even give us a budget and creative anymore. It's just like, give us a budget, we'll do the creative, whether we like that or not remains to be seen."
c17274ba-ed47-48af-b945-2ab3d048d4c6,pending,Olivia Kory,Marketecture,"Basically, if you think like your last dollars in are the least efficient, they're taking that out, putting it in mid funnel. And those first dollars in mid funnel are a lot more efficient than those last dollars in purchase."
0675ec23-1363-408d-81c9-8ba24b00e0e4,pending,Olivia Kory,Marketecture,Is the algorithm actually too good? Is it so good at finding purchases that it's actually targeting these people who are already going to buy? It's like circling the bottom of the drain.
3ccb9324-e1a3-4f84-8886-455014870d37,pending,Olivia Kory,Marketecture,"If you're only looking at click-based attribution, Meta is actually under-reporting by about 15 percent on average. Now, if you're running a click plus view attribution model, we tend to see Meta over reports."
